meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I felt I was a bad person,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I felt I was a bad person,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I thought bad things would happen to me,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I thought bad things would happen to me,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,The Stanford Acute Stress Reaction Questionnaire,Dissociation,I felt estranged/detached from other people,Stress Measurement Network,larsen_corpus,NA
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he felt like talking less than usual,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Centre for Epidemiologic Studies Depression Scale (8-item) (CES-D),total_scale,Did you feel depressed?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he felt grumpy and cross with other people,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Central Sensitization Inventory (CSI),total_scale,I feel sad or depressed.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/csi-cde
NA,Centre for Epidemiologic Studies Depression Scale (8-item) (CES-D),total_scale,Did you feel sad?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,Impact of Events Scale,Subjective Distress,I felt watchful and on-guard.,Stress Measurement Network,larsen_corpus,NA
NA,Centre for Epidemiologic Studies Depression Scale (8-item) (CES-D),total_scale,Did your sleep was restless?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,Edinburgh Postnatal Depression Scale (10-item) (EPDS),total_scale,I have felt sad or miserable,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=WCHADS
NA,Blood Donations Reactions Inventory,total_scale,I felt dizziness,ScienceofBehaviorChange,larsen_corpus,NA
NA,The Stanford Acute Stress Reaction Questionnaire,Anxiety,I felt hypervigilant or 'on edge',Stress Measurement Network,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt miserable,ScienceofBehaviorChange,larsen_corpus,NA
NA,PROMIS Positive Affect Short Form,total_scale,I felt cheerful,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-cde
NA,Impact of Events Scale-Revised,Hyperarousal,I felt watchful and on guard.,Stress Measurement Network,larsen_corpus,NA
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he felt s/he was no good anymore,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt gloomy,ScienceofBehaviorChange,larsen_corpus,NA
NA,Centre for Epidemiologic Studies Depression Scale Revised (20-item) (CES-D),total_scale,I enjoyed life,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=HEAF
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I enjoyed life,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=NICOLA
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I enjoyed life,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-03/cesd-cde
NA,Depression Scale,total_scale,I enjoyed life.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he didn't sleep as well as s/he usually sleep,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I am so sad and unhappy that I can't stand it,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt irritable,ScienceofBehaviorChange,larsen_corpus,NA
NA,HDQLIFE Swallowing Difficulties,total_scale,I had trouble eating because I choked.,PROMIS,larsen_corpus,NA
NA,Blood Donations Reactions Inventory,total_scale,I felt faintness (as if about to faint or become unconscious),ScienceofBehaviorChange,larsen_corpus,NA
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I thought about killing myself,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I thought about killing myself,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he felt so tired s/he just sat around and did nothing,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,PROMIS Cognitive Function- Short Form 4a,total_scale,it has seemed like my brain was not working as well as usual,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-4a-crf
NA,PROMIS Item Bank v0.1 – Sleep Disturbance – Short Form 6a,total_scale,my sleep was refreshing,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/sleep-disturbance-6a-cdes
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt sad,ScienceofBehaviorChange,larsen_corpus,NA
NA,Edinburgh Postnatal Depression Scale (10-item) (EPDS),total_scale,I have been so unhappy that I have had difficulty sleeping,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=WCHADS
NA,PROMIS Cognitive Function- Short Form 4a,total_scale,my thinking has been slow,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-4a-crf
NA,Centre for Epidemiologic Studies Depression Scale Revised (20-item) (CES-D),total_scale,I felt hopeful about the future,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=HEAF
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I felt hopeful about the future,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=NICOLA
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I felt hopeful about the future,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-03/cesd-cde
NA,Depression Scale,total_scale,I felt hopeful about the future.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Parent Risk and Impact Screening Measure (PRISM),total_scale,I have felt sad or down.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/prism-12-cde
NA,Edinburgh Postnatal Depression Scale (10-item) (EPDS),total_scale,I have been so unhappy that I have been crying,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=WCHADS
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I feel sad,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Centre for Epidemiologic Studies Depression Scale (8-item) (CES-D),total_scale,Did you feel that everything you did was an effort?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,Coping Strategies Questionnaire - 24-item (CSQ-24),total_scale,I feel like I can't go on.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/csq-24-cde
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I worried about aches and pains,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I worried about aches and pains,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he thought about death or dying,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,The Stanford Acute Stress Reaction Questionnaire,Dissociation,My mind went blank,Stress Measurement Network,larsen_corpus,NA
NA,Parent Risk and Impact Screening Measure (PRISM),total_scale,My usual activities have not been as enjoyable.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/prism-12-cde
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt upset,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt upset,ScienceofBehaviorChange,larsen_corpus,NA
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I wake up 1-2 hours earlier than usual and find it hard to get back to sleep,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,PROMIS Positive Affect Short Form,total_scale,I felt happy,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-cde
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I felt grumpy and cross with my parents,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Public Health Surveillance Well-being Scale (PHS-WB),total_scale,I have felt hopeless,ScienceofBehaviorChange,larsen_corpus,NA
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I thought I looked ugly,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Mood and Feelings Questionnaire (MFQ),total_scale,I thought I looked ugly,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Mood And Feelings Questionnaire - Parent Report (34-item)(MFQ-P),total_scale,S/he slept a lot more than usual,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,The Stanford Acute Stress Reaction Questionnaire,Dissociation,I did not have the usual sense of who I am,Stress Measurement Network,larsen_corpus,NA
NA,Alcohol Use Disorder Identification Test (AUDIT) (6-items),total_scale,How often do you have 6 or more units of alcohol on one occasion?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How often do you have six or more units of alcohol on one occasion?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How many drinks containing alcohol do you have in a typical day when you are drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How many units of alcohol do you drink on a typical day when you are drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How often do you have a drink containing alcohol?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How often do you have a drink containing alcohol?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How often do you have six or more drinks on any one occasion?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Alcohol Use Disorder Identification Test (AUDIT) (6-items),total_scale,How many units of alcohol do you have on a typical day when you are drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Alcohol Use Disorder Identification Test (AUDIT) (6-items),total_scale,How often do you have a drink that contains alcohol?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Tobacco Alcohol Prescription medications and other Substance (TAPS),total_scale,"how often have you had 5 or more drinks containing alcohol in one day? One standard drink is about 1 small glass of wine (5 oz), 1 beer (12 oz), or 1 single shot of liquor.                                                                                                                                                    (Answer based on response to sex at birth, not gender identity. If sex at birth is marked ""intersex"" or ""unknown"" use the version of the question using ""4 or more drinks containing alcohol in one day."" )",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/taps-cdes
NA,Tobacco Alcohol Prescription medications and other Substance (TAPS),total_scale,"how often have you had 4 or more drinks containing alcohol in one day? One standard drink is about 1 small glass of wine (5 oz), 1 beer (12 oz), or 1 single shot of liquor.  (Answer based on response to sex at birth, not gender identity. If sex at birth is marked ""intersex"" or ""unknown"" use the version of the question using ""4 or more drinks containing alcohol in one day."" )",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/taps-cdes
NA,NIDA Modified ASSIST Level 1 + Level 2  adolescent,total_scale,about how often did you  have 4 or more drinks in a single day?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-cde
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,Has a relative or friend or doctor or another health worker been concerned about your drinking or suggested you cut down?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,did you have 5 or more drinks containing alcohol in a day?* (Note: This question should only be answered by males).,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,"Drug, Alcohol and Self Injury Questionnaire (DASI)",total_scale,"During the last month, how often did you drink spirits?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,"Drug, Alcohol and Self Injury Questionnaire (DASI)",total_scale,"During the last month, how often did you drink beer or cider?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,"Has a relative, friend, doctor or other health worker been concerned about your drinking of suggested that you should cut down?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,"Drug, Alcohol and Self Injury Questionnaire (DASI)",total_scale,"In the last 6 months, how often have you been drunk?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,NIDA-Modified ASSIST L2 (11-17),total_scale,have 4 or more drinks in a single day?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/nida-modified-assist-cdes
NA,PROMIS Alcohol Use - Short Form 7a,total_scale,"In the past 30 days, did you drink any type of alcoholic beverage?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-alcohol-use-7a-cde
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Have you ever been in a hospital because of drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
